0	0.3587509077705162	0.3267973856209147	0.2849673202614375	0.42183341505846184	0.475609791911496	0.6162945817569998	0.4561849431130488	0.5887194383926413	0.6923263132413444
1	0.3580246913580253	0.3241830065359474	0.2849673202614375	0.4196113469348401	0.46991394943486514	0.6142280037365726	0.4612684580004854	0.5922294843863475	0.6923263132413444
2	0.35657225853304353	0.32461873638344196	0.28453159041394294	0.42034097231714856	0.4721637205539966	0.6151561090422587	0.4622367465504733	0.5936819172113291	0.6923263132413443
3	0.3572984749455344	0.3237472766884528	0.28453159041394294	0.42058444566595565	0.4711896121335676	0.6148531720983416	0.46320503510046124	0.5945291696925685	0.6923263132413444	4	0.3572984749455344	0.3237472766884528	0.28474945533769025	0.4199575678152249	0.47011692854070164	0.6134394337228773	0.4630839990317127	0.5950133139675624	0.6922052771725958
5	0.3572984749455344	0.3237472766884528	0.284531590413943	0.4203843073171239	0.46994646568993587	0.6133507279341768	0.46368917937545506	0.5950133139675624	0.6922052771725958
6	0.3565722585330434	0.3237472766884528	0.284531590413943	0.4197163909851354	0.469853861171831	0.6132581234160719	0.46405228758170064	0.5950133139675624	0.6922052771725958
7	0.3565722585330434	0.3237472766884528	0.28409586056644837	0.4200937260941919	0.47027590120115564	0.613445710789273	0.4639312515129521	0.5950133139675624	0.6922052771725958
8	0.35511982570806166	0.3237472766884528	0.2838779956427011	0.4191580862417044	0.4704377040600864	0.6134453818644426	0.46393125151295206	0.5954974582425564	0.692205277172596
9	0.35584604212055254	0.3237472766884528	0.2838779956427011	0.4198260025736929	0.4705626904351202	0.6135713655604473	0.4638102154442036	0.5954974582425564	0.692205277172596
10	0.3558460421205525	0.3237472766884528	0.2838779956427011	0.41995986433394233	0.4706817821555461	0.6136959786576817	0.46417332365044917	0.5954974582425564	0.692205277172596
11	0.3558460421205525	0.32418300653594745	0.2838779956427011	0.41995986433394233	0.4710124371260811	0.6137873527732948	0.46381021544420364	0.5954974582425564	0.6923263132413444
12	0.35584604212055254	0.32418300653594745	0.2838779956427011	0.41953845604719453	0.4709540101802936	0.6136983742919274	0.46502057613168857	0.5954974582425564	0.6924473493100929
